external_commit,external_file,external_line,external_address,external_symbol,explicit_size,base_pdata_size,candidate_kind,candidate_addresses,reciprocal_unique_candidate,candidate_registered,status,confidence,action
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28483,0x822C9380,SetEvent_SdkRuntime_822C9380,,0x0000003C,branch-normalized,0x822C9388;0x8300B9C0,,0x822C9388;0x8300B9C0,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,12121,0x822CA580,ProcessCountDispatch_822CA580,,0x00000100,branch-normalized,0x822CA588,0x822CA588,0x822CA588,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,11366,0x822CA680,CountNonZero_822CA680,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43135,0x822CA9B0,ProcessAndProcessAndProcess1513_822CA9B0,,0x0000012C,branch-normalized,0x822CA9B8,0x822CA9B8,0x822CA9B8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42291,0x822CAD30,ProcessAndProcessAndProcess1302_822CAD30,,0x00000410,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,4904,0x822CBEB8,AtomicIncrement_822CBEB8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,44331,0x822CC120,ProcessAndProcessAndProcess1812_822CC120,,0x00000280,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42719,0x822CCDB0,ProcessAndProcessAndProcess1409_822CCDB0,,0x000000F0,branch-normalized,0x822CC630,0x822CC630,0x822CC630,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,24983,0x822CD828,StringCopyN_822CD828,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,41491,0x822CD888,ProcessAndProcessAndProcess1102_822CD888,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,41495,0x822CD890,ProcessAndProcessAndProcess1103_822CD890,,0x00000088,branch-normalized,0x822CD110,0x822CD110,0x822CD110,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43547,0x822CD918,ProcessAndProcessAndProcess1616_822CD918,,0x0000006C,branch-normalized,0x822CD198,0x822CD198,0x822CD198,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42023,0x822CD988,ProcessAndProcessAndProcess1235_822CD988,,0x0000008C,branch-normalized,0x822CD208,0x822CD208,0x822CD208,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28930,0x822CDF48,SearchElementArray_822CDF48,,0x00000150,branch-normalized,0x822CD7C8,0x822CD7C8,0x822CD7C8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,32314,0x822CE098,ProcessAndDispatchElements2_822CE098,,0x000001E8,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42295,0x822CEEF8,ProcessAndProcessAndProcess1303_822CEEF8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42299,0x822CFDE0,ProcessAndProcessAndProcess1304_822CFDE0,,0x0000033C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43531,0x822D0488,ProcessAndProcessAndProcess1612_822D0488,,0x0000013C,branch-normalized,0x822CFD08,0x822CFD08,0x822CFD08,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43535,0x822D06E8,ProcessAndProcessAndProcess1613_822D06E8,,0x0000024C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36789,0x822D0F10,ProcessAndProcessAndProcess11_822D0F10,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43551,0x822D13F8,ProcessAndProcessAndProcess1617_822D13F8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42303,0x822D1410,ProcessAndProcessAndProcess1305_822D1410,,0x00000154,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42307,0x822D1568,ProcessAndProcessAndProcess1306_822D1568,,0x0000010C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42311,0x822D1678,ProcessAndProcessAndProcess1307_822D1678,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,35770,0x822D3D78,AddOffset852_822D3D78,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36793,0x822D3EA0,ProcessAndProcessAndProcess12_822D3EA0,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,44491,0x822D3F88,ProcessAndProcessAndProcess1852_822D3F88,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42315,0x822D3FA0,ProcessAndProcessAndProcess1308_822D3FA0,,0x00000104,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37661,0x822D52C0,ProcessAndProcessAndProcess209_822D52C0,,0x00000068,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,44479,0x822D5350,ProcessAndProcessAndProcess1849_822D5350,,0x00000128,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42027,0x822D6648,ProcessAndProcessAndProcess1236_822D6648,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42031,0x822D6660,ProcessAndProcessAndProcess1237_822D6660,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,182,0x822D6678,LoadingScreen_VectorOffset,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,43747,0x822D6998,ProcessAndProcessAndProcess1666_822D6998,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45719,0x822D6A80,ProcessAndProcessAndProcess2159_822D6A80,,0x00000070,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28956,0x822D6B40,ProcessAndIncrementCounter_822D6B40,,0x000000E0,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,12991,0x822D6F90,ProcessSetError_822D6F90,,0x000000D4,branch-normalized,0x822D6810,0x822D6810,0x822D6810,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,13257,0x822D7068,ProcessSetError2_822D7068,,0x00000138,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,574,0x822D7408,SpinLock_Acquire_822D7408,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,277,0x822D74A0,KeWaitForSingleObject_Guest,,0x00000064,branch-normalized,0x822D6D20,0x822D6D20,0x822D6D20,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,272,0x822D7508,WaitEntrySetLpWakeTime,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,282,0x822D7528,KeWaitForMultipleObjects_Guest,,0x000000B0,branch-normalized,0x822D6DA8,0x822D6DA8,0x822D6DA8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47634,0x822D7C50,SwitchDispatch_822D7C50,0x00000060,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47638,0x822D7CB0,SwitchDispatch_822D7CB0,0x00000078,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47642,0x822D7D58,SwitchDispatch_822D7D58,0x000000A0,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47646,0x822D7DF8,SwitchDispatch_822D7DF8,0x000000A8,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47650,0x822D7EA0,SwitchDispatch_822D7EA0,0x000000E8,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36497,0x822D7F88,ProcessAndAccessAndProcess5_822D7F88,,0x000000D8,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,39591,0x822D8180,ProcessAndProcessAndProcess636_822D8180,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,27618,0x822D8298,DispatchTypeTag2_822D8298,,0x00000124,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,23508,0x822D8AA0,ProcessDispatch5_822D8AA0,,0x000001B4,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,23690,0x822D8FF8,ProcessDispatch6_822D8FF8,,0x000001AC,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,253,0x822DE008,GuildChest_ProcessItems_822DE008,,0x00001274,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,30441,0x822DF280,ProcessAndDispatchElements_822DF280,,0x00001288,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42715,0x822E0508,ProcessAndProcessAndProcess1408_822E0508,,0x0000189C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37665,0x822E38E0,ProcessAndProcessAndProcess210_822E38E0,,0x000000BC,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47654,0x822EAA98,SwitchDispatch_822EAA98,0x00000098,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,42319,0x822EC348,ProcessAndProcessAndProcess1309_822EC348,,0x00000124,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45787,0x822EDFC8,ProcessAndProcessAndProcess2176_822EDFC8,,0x00000050,branch-normalized,0x822ED9E0,0x822ED9E0,0x822ED9E0,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45279,0x822F0878,ProcessAndProcessAndProcess2049_822F0878,,0x0000015C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45283,0x822F0F00,ProcessAndProcessAndProcess2050_822F0F00,,0x00000294,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45783,0x822F16C8,ProcessAndProcessAndProcess2175_822F16C8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,46515,0x822F1748,ProcessAndProcessAndProcess2346_822F1748,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,45791,0x822F1C98,ProcessAndProcessAndProcess2177_822F1C98,,0x00000040,branch-normalized,0x822F1B40,0x822F1B40,0x822F1B40,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,1959,0x822F1F60,UpdateBufferRange_822F1F60,,0x000000BC,branch-normalized,0x822F1E80,0x822F1E80,0x822F1E80,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,1255,0x822F2020,SetString_822F2020,,0x00000068,branch-normalized,0x822F1F40,0x822F1F40,0x822F1F40,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,1160,0x822F2088,LazyGetData_822F2088,,0x00000064,branch-normalized,0x822F1FA8,0x822F1FA8,0x822F1FA8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28091,0x822F21B8,ConstructStringObject_822F21B8,,0x0000007C,branch-normalized,0x822F20D8,0x822F20D8,0x822F20D8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,27215,0x822F2238,ReadStringElement_822F2238,,0x00000160,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,1100,0x822F2398,LoadFrom_Source_822F2398,,0x00000068,branch-normalized,0x822F2308,0x822F2308,0x822F2308,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36797,0x822F2400,ProcessAndAllocateAndProcess16_822F2400,,0x000000A8,branch-normalized,0x822F2370,0x822F2370,0x822F2370,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37669,0x822F33B8,ProcessAndProcessAndProcess211_822F33B8,,0x00000284,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36501,0x822F36B8,ProcessAndComputeAndProcess31_822F36B8,,0x00000170,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37673,0x822F3828,ProcessAndProcessAndProcess212_822F3828,,0x00000084,branch-normalized,0x822F3D08,0x822F3D08,0x822F3D08,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37677,0x822F38B0,ProcessAndProcessAndProcess213_822F38B0,,0x00000264,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37681,0x822F3B18,ProcessAndProcessAndProcess214_822F3B18,,0x00000208,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,33112,0x822F3D20,ProcessAndCompareAndConstruct_822F3D20,,0x000003E0,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,32135,0x822F4100,ClampAndCopyFields_822F4100,,0x00000054,branch-normalized,0x822F45F0,0x822F45F0,0x822F45F0,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36801,0x822F4260,ProcessAndSearchAndProcess10_822F4260,,0x00000104,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36505,0x822F4458,ProcessAndSearchAndProcess8_822F4458,,0x0000011C,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37685,0x822F4DF8,ProcessAndProcessAndProcess215_822F4DF8,,0x000000A0,branch-normalized,0x822F52E8,0x822F52E8,0x822F52E8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28208,0x822F5150,ConstructStringElement_822F5150,,0x00000064,branch-normalized,0x822F5640,0x822F5640,0x822F5640,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,47515,0x822F51B8,ProcessAndProcessAndProcess2596_822F51B8,,0x0000004C,branch-normalized,0x822F56A8,0x822F56A8,0x822F56A8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,18332,0x822F5208,Destruct3_822F5208,,0x00000050,branch-normalized,0x822F22B8;0x82C76C08,,0x822F22B8;0x82C76C08,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28137,0x822F5258,ProcessStringBuffer_822F5258,,0x0000004C,branch-normalized,0x822F56F8,0x822F56F8,0x822F56F8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,30654,0x822F52A8,ProcessAndGrowStoreElements_822F52A8,,0x000001AC,branch-normalized,0x822F5748,0x822F5748,0x822F5748,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,5867,0x822F5458,GetPointer_822F5458,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,28527,0x822F5478,CopyAndDispatch_822F5478,,0x0000004C,raw-exact,0x822F58F8,0x822F58F8,0x822F58F8,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,27415,0x822F54C8,AssignRefCounted_822F54C8,,0x00000074,raw-exact,0x8286AD90,0x8286AD90,0x8286AD90,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37689,0x822F55A0,ProcessAndProcessAndProcess216_822F55A0,,0x00000068,unmatched,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36509,0x822F5608,ProcessAndSearchAndProcess9_822F5608,,0x00000110,branch-normalized,0x822F5A90,0x822F5A90,0x822F5A90,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,35232,0x822F5BC8,ProcessAndSearchAndReturn_822F5BC8,,,no-pdata-body,,,,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,6561,0x822F5C68,QueuePush_822F5C68,,0x0000008C,branch-normalized,0x821DBD00;0x822F6050;0x82361B68;0x8253A900,,0x821DBD00;0x822F6050;0x82361B68;0x8253A900,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37693,0x822F5D48,ProcessAndProcessAndProcess217_822F5D48,,0x000000D8,branch-normalized,0x822F6130,0x822F6130,0x822F6130,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36513,0x822F5E20,ProcessAndFreeAndProcess7_822F5E20,,0x00000054,branch-normalized,0x822F6208;0x8230D288;0x82363460;0x8242B860;0x824729D0;0x82569AB0;0x8262BEC0;0x826C6EE8;0x828B0738,,0x822F6208;0x8230D288;0x82363460;0x8242B860;0x824729D0;0x82569AB0;0x8262BEC0;0x826C6EE8;0x828B0738,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,36517,0x822F5E78,ProcessAndComputeAndProcess32_822F5E78,,0x0000030C,branch-normalized,0x822F6260,0x822F6260,0x822F6260,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,35238,0x822F6188,ProcessAndComputeAndProcess4_822F6188,,0x000000D0,branch-normalized,0x822F6570;0x8237FF60,,0x822F6570;0x8237FF60,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
2bdf8f93a0edcec599023ce9382ca284a7e92c06,fable_2_manifest.toml,37697,0x822F6258,ProcessAndProcessAndProcess218_822F6258,,0x000000D0,branch-normalized,0x822F6570;0x8237FF60,,0x822F6570;0x8237FF60,REVISION_MISMATCH,HYPOTHESIS,Review rebased body/control/data references; do not propagate name or boundary.
